description,Department
principle responsibility work accountabilityminor responsibilityteleselling holiday travel package domestic international ticket amp documentation servicesnbsp operation ticketing billing documentation administration sale tour account customer office service,Ticketing
principle responsibility work accountabilityminor responsibilityteleselling holiday travel package domestic international ticket amp documentation service operation ticketing billing documentation administration sale tour account customer office service,Ticketing
candidate creative designing website template candidate able create logo business card banner mailer innovative idea candidate creative creating flash animation flash header flash banner candidate knowledge coding html using dreamweaver candidate able use effect image resizing cropping etc making attractive banner using photoshop candidate knowledge working programmer integration add candidate well versed ndasha adobe photoshopb corel drawc adobe illustratord adobe flashe adobe dreamweaver candidate well versed language ndasha htmlb cssc xhtmld javascript cs photoshop javascript adobe language indesign flash html dreamweaver graphic illustrator php cs pagemaker hyper dtp operating front end design text markup premier development corel draw web design graphic design,Technology
candidate working seosmo based company candidate must interested either work parttime week project based result basis candidate good experience offpage onpage seo link building local seo orm smo candidate good knowledge google webmaster analytics good basis smo analytics orm seo offpage link builder onpage,Operations
person indepth understanding key social medial platform viz facebook instagram amp twitterthe role involve developing strategy create brand awareness market presence brand using social mediathe individual expected generate lead using facebook group instagram page twitter followerswill also responsible driving user engagement social medium campaignsproficient social medium optimization smostrong analytical skillsliaising design team designsmeasure report performance goal roi kpisstrategic link building forum participationperform directory blog submissionsnbsp operation smo administration sale customer service office trafficking google webmaster tool online ad online advertising,Technology
prepare book accountsshould prepare balance sheetshould knowledge taxesshould file tax returnsgood command tax law accountsgood coomand tally erp accounting tally account handling tax legal compliance concept,Finance
data entry admin office assistant,Administration
sale presentation business development amadeus,Sales
ticketing fare refund cancellation,Sales
sale presentation business development amadeus,Sales
sale presentation business development amadeus,Sales
sale presentation business development amadeus,Sales
research prepare strategy medium plan analyze,Digital Marketing
research prepare strategy medium plan analyze,Digital Marketing
interpersonal presentation skill strong grasping convincing ability,Sales
amadeus iata galileo travel,Customer service
business development channel sale travel sale,Sales
hospitality communication hotel management bhm opera reservation,Sales
sale business development,Sales
sale business development,Sales
sale business development,Sales
sale business development,Sales
hotel reservation checking rate booking cancellation,Ticketing
checking invoice make excel chart,Ticketing
sale business development,Sales
product executiveexperience yearlocation country indialocation city mumbaijob descriptiondata entry hotel tour amp transfer online systemmonitor amp checking datadata management amp filingchecking content properly uploadingdaily reporting respective managerscheck functionality frontend module operation fe destination requiredmanage pricing product including new existing making sure price kept datedesired skillsbasic awareness travel industrydestination like ndash singaporemalaysiathailanddubaibasic knowledge english good communication mail skillshould computer literateshould prepare long hour work necessaryteam player proactive nature operation basic management marketing industry english sale pricing communication mail filing reporting development product data business,Back office ticketing
job descriptionnbspsend job like thisproviding customer support voiceemailchat supportnbspdeveloping customer service procedurespoliciesstandards companynbspprovide world class customer serviceengaged handling inbound call different business unitssalaryinr cab facilitybonusincentivesfood facilityvouchersindustrybponbspnbspcall centrenbspnbspitesfunctional areaitesnbspnbspbponbspnbspkponbspnbsplponbspnbspcustomer servicenbspnbspoperationsrole categoryvoiceroleassociatesenior associate nontechnicalemployment typepermanent job full timeinterested candidate call teamnbsp operation industry voucher bpo ites lpo mail support kpo customer service,Customer service
meet sale targetsbullto generate lead inquiriesbullto visit prospective customer existing customersbullto demonstrate software productsbullto prepare quotation follow upbullto bring ordersbulltechnology savvybullexperience selling manufacturing industry preferred marketing management sale development direct business,Sales
job descriptionnbsp documentation management english travel processing assistance visa,Ticketing
telemarketing telesales telecalling customer care tele caller,Marketing
customer service customer care cse bpo voice process customer supp cce ourbound calling inbound calling process associate,Customer service
finance account tax tally budget accountant,Finance
dear candidategreetings continental urgent opening fresherprofile visa documentationsalary per company standardjob type full timejob timing pmcandidate profilefemale candidate onlyexcellent communication skillcandidate graduateable learn new thing easilyinterested candidate directly come interview devika towernehru placeofficeno new delhior call directly nbspnbsp documentation graduate visa south delhi fresher female candidate,Back office ticketing
good knowledge ceramic sanitaryware bathware,Maintenance
designation telemarketing executivekey skill outbound process calling domestic bpo call centereducation hsc passed fresher also welcomelocation pune navi mumbai vashisalary depend candidatecontact thanx amp regardshr sonali marketing telecalling telemarketing telesales tele caller voice process domestic calling call center management outbound process outbound calling,Customer service
dept nbspfranchiseeexposure nbspshould experience fit sale destination like europe australia south africa dubai far eastnbspcommunication skill nbspgood communication skill mandatory knowledge english amp local languageoverseeing store operation amp ensuring target achieved overseeing entire store operation amp achieving store target point contact franchisee amp campk timely mi report generation achieve seasonal target ensuring maximum customer satisfaction closely interacting customer tounderstand requirement complaint resolution within specified time frame recruitment training franchisee staff relationship management customer key account highlighting major sale promotion store store appearance amp cleanliness operation training management communication sale recruitment account english mi retail store customer office relationship skill service,Sales
arsenius skill capital hiring ndash manager channel amp enterprise salesnbsplocation mumbaiindustry travel amp tourismctc lacjob description main responsibility nbspappointing retailer agent across regionnbspmaking new distributor channel partner travel agent corporate selling air non air travel productsmaintaining sale report amp misnbspachieving sale target amp incentivesnbspcompetitor market surveynbspworking closely distributor increasing business turnovernbspsales promotion product payment recoverynbspdeveloping market retailer networknbspgather market client information following visit develop new businessnbspconsistently deliver top bottom line budget setnbspcredit management amp payment recoverynbspcoordinate central operation teamnbspdesired candidate profileexperience year experience sale travel industry onlynbspposition role handling sale amp business developmentnbspminimum educational qualification hscnbspskills attractive personality decent communication skillsnbsptarget monitoringnbspagentvendor developmentnbspproactiveinitiative takerself motivatingnbspintegrity amp disciplineethicsnbspadaptability changenbspmarket analytical amp channel salesnbspinterested applicant call angee ndash share resume tourism sale development vendor business travel corporate travel corporate sale sale enterprise toursim promotion agency sale channel,Ticketing
apply interested work new delhidelhiresponsibilities reaching new customer making presentation pitch lining benefit productservices direct contact online selling plan execute amp promote business achieve sale target per business plan review amp identify business gap develop sale promotional activity identifying sale opportunity extensive market research understanding client requirement customizing productservices per need achieving sale target acquisition new client growing business existing client remain knowledgeable product offered discus available option cross sell product data reporting management gathering market intelligence ensure high level customer satisfaction excellent sale service build productive trust relationship customersrequirements strong customer relationship skill good presentation skill prospecting skill emphasizing excellence negotiation skill must excellent verbal written communication skill superior client acquisition lead management skill ability communicate people level capable thriving competitive market confident authoritative speaker good time management skillsapply schedule prescreening interviewprovision soft private limited service provider company sale corporate sale direct sale lead generation time management skill client acquisition negotiation skill customer relationship market intelligence presentation skill client management prospecting skill interpersonal skill client interaction,Presales 
candidate least year field car rental exposure given preference company provide data corporate client candidate able search search engine corporate contact take appointment himselfherself able convince pan india car rental service tariff brochure provided company travelling allowance borne company sale incentive shall per company policyrequired skillsminimum graduateproficient englishgood personalityshould well verse email communication car rental car booking corporate sale corporate administration business development car hiring marketing sale processing,Sales
candidate creative designing website template candidate able create logo business card banner mailer innovative idea candidate creative creating flash animation flash header flash banner candidate knowledge coding html using dreamweaver candidate able use effect image resizing cropping etc making attractive banner using photoshop candidate knowledge working programmer integration add candidate well versed ndasha adobe photoshopb corel drawc adobe illustratord adobe flashe adobe dreamweaver candidate well versed language ndasha htmlb cssc xhtmld javascript photoshop javascript adobe language indesign flash html illustrator php cs user interface designing pagemaker hyper text markup website designing design corel draw graphic design systemssoftware,Technology
talent hunter hiring tour travel company dept business travelposition store managerfranchiseelocations bangalorenbspjob requirement experience international ticketingissuing issuing cancellation etcreservation visa mandatorily worked implant location min worked gd like galileo amadeuscandidate specificationmiddot issuing issuing cancellation etcreservation visa communication skill good communication skill mandatory knowledge english amp local languagetotal expminimum yr experience travel amp tourismmiddot education qualification graduateshould traveltourism industrysalaryctc max lpanotice periodimmediate joinees preferredif interested send email call number nbspthanks amp regardsnbsppinkynbspnbsptalent hunter manpower solution ticketing visa documentation reservation ticketing,Operations
opening sale amp marketing executive tour amp travel companyfresher amp experience bothgood command verbal amp writen comm skillsworking time amp day pmany hour shift day week marketing sale email process fresher customer service blended process domestic process business development online lead generation cold calling customer retention cce chat process client relationship management business analyst business process improvement,Sales
need tour package executivejd year experience tour packagessalary klocationnbsplaxmi nagardelhimale female applynbspgraduate garduate apply tour tour outbound tour tour package itinerary holiday package,Ticketing
schs saudi health council practitioner physician,Administration
schs saudi health council practitioner physician,Administration
administering medication managing intravenous line,Administration
goal budget goal team goal,Administration
analytical interpretation bank cash,Finance
diagram drawing blueprint maintenance manual,Maintenance
talent hunter hiring tour travel companypositionconceptualizer creativemiddot event management backgroundmiddot graduate would domiddot least yrsmiddot fort location department bharat deko domesticmiddot salary opennbspbull interact client ensure clarity brief requirednbsp attend client meeting sale team discus concept nbspbull experience working brief given client scratchnbspbull work tandem client service operation team develop new idea concept part marketing strategynbspbull develop communication amp box ideasconcept sync operation amp creative team bring idea realitynbspbull conceive amp develop fresh practical idea activation amp event latest technology network communicationnbspbull work closely design team take concept next level aid visualization processnbspif find job suitable send given email call number regardsmadhuritalent huntersnbsp mouse tour,Ticketing
job dutiesnbspresearch write edit content scratch website social medium newsletter company brochure client communication clientsrsquo cvresume reference letter legal document articleswrite web content based material supplied client employerproofread final draft web pageswrite content meta keyword description tagswrite alttext imagesnbsprequirementnbspanbspgraduate good command english languagea flair writing understanding work internetan ability work team withnbspgood communication skillsan effective writing style fresh consistent customer friendlynbspa knack editing proof reading good research skillsexperience writing publishing house added advantagenbsp editing writing development technical content creative,Ticketing
antilog vacationis hiring fresher experienced candidate formanager online saleslocation chandigharheducation graduation postgraduationexperience yrscriteria excellent comm skill mandatorysalary nbsp operation management sale development customer service business vacation package online sale international sale bpo communication skill internet sale travel counselor airline reservation,Sales
person indepth understanding key social medial platform viz facebook instagram amp twitterthe role involve developing strategy create brand awareness market presence brand using social mediathe individual expected generate lead using facebook group instagram page twitter followerswill also responsible driving user engagement social medium campaignsproficient social medium optimization smostrong analytical skillsliaising design team designsmeasure report performance goal roi kpisstrategic link building forum participationperform directory blog submissionsnbsp operation smo administration sale customer service office trafficking google webmaster tool online ad online advertising,Operations
job descriptionprovide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female requiredskillsmust demonstrate enthusiastic salesoriented attitudeexcellent interpersonal verbalwritten communication skillsshould passion work pressureflexible availability including morning evening weekend needed sale travel agency operation tour operation tour operator,Presales 
digital marketing advertising,Analytics
daytoday operation invent management,Operations
html javascript photoshop,Operations
invoicing database invoicing,Finance
html cs emberjs nodejs,IT
manuscript photo drawing,Finance
salesf peoplesoft,Management Consulting
strong communication skill copyright,Digital Marketing
strong communication collab ation skill,Digital Marketing
brand marketing sale marketing,Marketing
adobe creative suite photo research,Digital Marketing
adobe indesign experience,Marketing
manager google adw,Digital Marketing
excellent communication ganizational skill,Marketing
digital marketing account management,Marketing
marketing account management advertising,Engineering Design Construction
svp marketing distribution,Management Consulting
design project management skill,Marketing
diagram drawing model,Marketing
daytoday budget svp programming,Operations
digital operation perf mance marketing,Marketing
project management ganizational skill,Analytics
social medium strong communication collab ation skill,Digital Marketing
social medium analytics landscape,Digital Marketing
http debugging tool,Analytics
budget management financial ecasting,Management Consulting
health management,Safety 
digital leadership data testing,Management Consulting
content management excellent communication interpersonal skill,Operations
modeling segmentation knowledge sql,Analytics
design management,Marketing
seo content,Management Consulting
indesign photoshop,Management Consulting
zendesk supp specialist,Customer service
event sale,Sales
sale advertising rep,Marketing
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female requirednbsp salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required tour sale salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic weekend needed evening,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required concern billing inquiry highest degree professionalism secure new client sale retention providing exceptional customer care male female required transfer change respond client question accurate courteous service client assist client reservation,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
provide client best travel tour package dealsmaking sale outbound callsoffer prompt accurate courteous service clientsassist client reservation transfer changesrespond client question concern billing inquiry highest degree professionalismsecure new client sale retention providing exceptional customer caremales female required salesoriented attitude excellent interpersonal verbalwritten communication skill passion work pressure flexible availability including morning must demonstrate enthusiastic evening weekend needed,Sales
handle manage outbound query indiaassisting client booking hotel property outside india destinationsassist client travel planning customize vacation packagessell vacation package including flight hotel car etcaggressive convert sale amp achieve targetsshould ready travel daily basis drive salesto maintain excellent relationship client able tailor product pitch according specificationto make package itinerary engage travel trade agentsshould complete knowledge online booking portal gta hotel bed dotwto guide assist visa process travel tourism,Sales
tfg vacation india travel amp tourism company based indiabesides offering travel amp tourism service worldwide offer online promotion work opportunitiestfg vacation india pvtltd one fast growing company travel amp tourism industry providing online income opportunitywe need committed amp resultoriented people join hand amp contribute promotionearn huge benefit form income weeklymonthlycome amp work target selling work pressure time boundation amp bos environmentnbspnature businessnbsppromotion tourismnbspservicesincomenbspyou earn per monthbenefitnbspno time bound skill requiredcall whats app nbspcall whats app nbsp internet medium facebook marketing online advertising internet marketing online branding web marketing web promotion mobile marketing google adwords digital marketing,Digital Marketing
urgently required account executive travel lajpatnbspnagar candidate yr ofnbspexperience account travel full accounting taxation knowledge know gst nbspshould know yatra softwaregross salary per last salaryjob location lajpatnbspnagariinterested candidate meet jjindia floor lajpat nagar part new delhi email taxation account yatra tally gst travel,Finance
executive travel sale consultant job descriptionhandling customer service amp sale call customersbull follow ups customer client existing reservationsbull sell cross sell travel related service flight hotel car travel insurance holiday package etcbull meeting monthly performance metricseligibility criteriabull excellent communication interpersonal skillsbull year experience international travel processbull year gd experience amadeus sabarebull flexible work shift xbull team playerage yearssalary nbsp incentivesaddonbull side cabsbull good salary packagebull day workingus shift consulting sabre marketing sale bpo ites telesales amadeus english galileo abacus travel call center operation fare travel sale tele caller bpo sale shift outbound tour domestic ticketing international ticketing travel process international call center pegasus travel insurance call center rescheduling reservation ticketing,Sales
exe travel sale consultant travel sale consultantsenior travel sale consultant nbspcall sanjay gunjan priyanka job descriptionhandling customer service amp sale call customersbull follow ups customer client existing reservationsbull sell cross sell travel related service flight hotel car travel insurance holiday package etcbull meeting monthly performance metricseligibility criteriabull excellent communication interpersonal skillsbull year experience international travel processbull year gd experience amadeus sabarebull flexible work shift xbull team playerage yearssalary nbsp incentivesaddonbull side cabsbull good salary packagebull day workingus shift consulting gd sabre marketing sale bpo ites telesales amadeus english galileo abacus travel call center operation fare travel sale tele caller bpo sale shift outbound tour domestic ticketing international ticketing travel process international call center pegasus travel insurance call center rescheduling reservation ticketing,Customer service
exe travel sale consultant travel sale consultantsenior travel sale consultant nbspcall sanjay gunjan priyanka job descriptionhandling customer service amp sale call customersbull follow ups customer client existing reservationsbull sell cross sell travel related service flight hotel car travel insurance holiday package etcbull meeting monthly performance metricseligibility criteriabull excellent communication interpersonal skillsbull year experience international travel processbull year gd experience amadeus sabarebull flexible work shift xbull team playerage yearssalary nbsp incentivesaddonbull side cabsbull good salary packagebull day workingus shift consulting gd sabre marketing sale bpo ites telesales amadeus english galileo abacus travel call center operation fare travel sale tele caller bpo sale shift outbound tour domestic ticketing international ticketing travel process international call center pegasus travel insurance call center rescheduling reservation ticketing,Sales
candidate well versed english well groomed required hospitality industryshe attending phone callsgreeting customersand job required receptionistjob descriptioninterested candidate forward resume hospitality industry administration english front office reception desk,Administration
communication skill people skill computer skill,Administration
lead generation specialist responsible prospecting qualifying generating new sale lead individual highly motivated selfstarter able identify develop new business prospect multiple source including inbound marketing lead prospect list discovery individual researchown pre sale process companymarket mapping respect competition identify new business potential marketsconduct primary secondary research identify new business opportunitiesprepare lead generation strategy using market mapping current penetration sale potentialcreate various campaign per agreed strategy generate interest amongst current new recruitment portal userscultivate new channel like direct marketing channel emailing telesales etc mass medium channel event webinar etc identify new business leadsidentify right decision maker pitch right solution warming leadsidentify key buying influencers within prospect determine budget timelinework regional sale team sale lead develop grow sale pipeline consistently meet quarterly revenue goalsmanage data new prospective client company ensuring communication logged information accurate document attachedprepare analyze sale pipeline report dashboard marketing research search engine marketing lead business development generation lead management marketing analytics online lead generation content strategy social medium digital marketing,Sales
job title receptionist ndash mumbaijob description leading travel company mumbai requires receptionist responsibility includejob rolereceive greet visitor professionally provide relevant information guide concerned personreceive direct incoming call taking distributing message employeesmanage maintain record outgoing mail courier deliverablemanage maintain record incoming mail courier receivablesmanage inter departmental transfer document invoice etckey skillsjob location mumbai lower parelworking day daysreporting department admineducation graduatejob location mumbaijob sector travelrequired experience yearsrelevant experience yearssalary range inr salary unit per annum administration office service call reception desk front,Administration
managerdeputy manager productjob profile operation sale customer development service business hotel sale hotel contracting product planning sale,Operations
candidate working seosmo based company candidate must interested either work parttime week project based result basis candidate good experience offpage onpage seo link building local seo orm smo candidate good knowledge google webmaster analytics good basis smo analytics orm seo offpage link builder onpage,Technology
candidate creative designing website template candidate able create logo business card banner mailer innovative idea candidate creative creating flash animation flash header flash banner candidate knowledge coding html using dreamweaver candidate able use effect image resizing cropping etc making attractive banner using photoshop candidate knowledge working programmer integration add candidate well versed ndasha adobe photoshopb corel drawc adobe illustratord adobe flashe adobe dreamweaver candidate well versed language ndasha htmlb cssc xhtmld javascript cs photoshop javascript adobe language indesign flash html dreamweaver graphic illustrator php cs pagemaker hyper dtp operating front end design text markup premier development corel draw web design graphic design,Marketing
candidate working seosmo based company candidate must interested either work parttime week project based result basis candidate good experience offpage onpage seo link building local seo orm smo candidate good knowledge google webmaster analytics good basis smo analytics orm seo offpage link builder onpage,Technology
operation international file handlingnegotiating suppliersdmcstaking care tour operation hotel booking visa amp air ticketingcoordinate branch agent airline amp hoteliersfollow ups amp coordination house sale amp business travel teamdesigning amp costing itinerary holiday packagespassengers feedback concept event management creative,Ticketing
hamd servicenbspeast delhi bhajanpura new delhinbspjob visa saudi arabia country contact passportnbspurgent required family driver candidate saudi arabia countrynbspage yearnbsp year contractnbspall type passport acceptednbspdocuments required valid passportnbsp driving licencenbspnbsp qualification certificatenbsp resume thank younbspnbspnbspnbspnbsp retail,IT
dear candidatesget financial freedom job welcome unique amp successful online work available corporate company work promote worldwide travel amp tourism help free online tool list site tool provided company start job part india instantly computer internet connection available contact detailsnbsp tourism digital marketing advertisement promotion,Ticketing
dear applicantswe require business executivesnbspwho cannbsphandle job profile nbsphr advertise callnbspcandidatesnbspand recruit company nbspdigital marketing advertise ampnbsppromote company various service like etavel eeducation emusic therapy amp einsurance various web portal social medium blog etcrequirement pas basic computer knowledge internet good communication skillsonly interested talented hardworking candidate handle job together also want earn higher income apply fresher also welcome nbspit office work field work target nbspcomplete training provided company interested selected candidate recruitment advertising promotion activity communication skill,Ticketing
dear candidatesget financial freedom job welcome unique amp successful part time full time online work available corporate company nbspthe work promote worldwide travel amp tourism help free online tool list site tool provided company start job part india instantly computer internet connection available contact detailsnbsp tourism digital marketing advertisement promotion,Ticketing
dear candidatesurgent requirement executive online promotion job worldwide tourism company located mumbai nbspmalefemael candidate pas basic computer knowledge good communication skill english amp hindi need apply nbspage nbspno stress target field work nbspapply confidently communication basic tourism hindi english computer knowledge office,Marketing
dear candidateswe require promotional executive cum recruiter corporate company dealing worldwide tourism office located fort churchgatethe job requirement followsbasic computer knowledge internetcommunication skill hindi english mustjob descriptionthe promotion company various service advertising posting different portal recruitment fresher also welcomefor detail contact usnbsp portal english marketing basic recruitment sourcing advertising communication tourism hindi human office skill computer resource knowledge,Recruitment
looking tax accountant prepare tax payment return companyto succeed role show interest following change tax regulation law excellent time management skill also essential yoursquoll ensure company meet tight deadline tax accountant responsibility also include organizing maintaining record tax paymentsultimately able recommend tax strategy comply law promote companyrsquos financial wellbeingnbspresponsibilitiesprepare tax paymentsestimate track tax returnscomplete quarterly annual tax reportsorganize update companyrsquos tax databaserecommend tax strategy align business goalsprepare necessary paperwork tax payment returnsshare financial data accounting departmentidentify tax saving suggest way increase profitsfollow industry trend track change related taxesliaise internal external auditorsforecast tax prediction senior managersnbsprequirementsproven work experience tax accountant tax analyst tax preparerknowledge accounting bookkeeping proceduresfamiliarity accounting software packagescomputer literacy excel particularexcellent analytical time management skillsstrong numeracy skillskeen attention detail accounting tally account account handling concept,Ticketing
looking tax accountant prepare tax payment return companyto succeed role show interest following change tax regulation law excellent time management skill also essential yoursquoll ensure company meet tight deadline tax accountant responsibility also include organizing maintaining record tax paymentsultimately able recommend tax strategy comply law promote companyrsquos financial wellbeingnbspresponsibilitiesprepare tax paymentsestimate track tax returnscomplete quarterly annual tax reportsorganize update companyrsquos tax databaserecommend tax strategy align business goalsprepare necessary paperwork tax payment returnsshare financial data accounting departmentidentify tax saving suggest way increase profitsfollow industry trend track change related taxesliaise internal external auditorsforecast tax prediction senior managersnbsprequirementsproven work experience tax accountant tax analyst tax preparerknowledge accounting bookkeeping proceduresfamiliarity accounting software packagescomputer literacy excel particularexcellent analytical time management skillsstrong numeracy skillskeen attention detail accounting tally account account handling concept,Ticketing
talent hunter hiring tour travel company dept business travelposition store managerfranchiseelocations bangalorenbspjob requirement experience international ticketingissuing issuing cancellation etcreservation visa mandatorily worked implant location min worked gd like galileo amadeuscandidate specificationmiddot issuing issuing cancellation etcreservation visa communication skill good communication skill mandatory knowledge english amp local languagetotal expminimum yr experience travel amp tourismmiddot education qualification graduateshould traveltourism industrysalaryctc max lpanotice periodimmediate joinees preferredif interested send email call number nbspnbspnbsp ticketing visa documentation reservation ticketing,Operations
talent hunter hiring tour travel company dept business travellocations bangalorenbspjob requirement experience international ticketingissuing issuing cancellation etcreservation visa mandatorily worked implant location min worked gd like galileo amadeuscandidate specificationmiddot issuing issuing cancellation etcreservation visa communication skill good communication skill mandatory knowledge english amp local languagetotal expminimum yr experience travel amp tourismmiddot education qualification graduateshould traveltourism industrysalaryctc max lpanotice periodimmediate joinees preferredif interested send email call number nbspnbspnbsp ticketing visa documentation reservation ticketing,Operations
operation international file handlingnegotiating suppliersdmcstaking care tour operation hotel booking visa amp air ticketingcoordinate branch agent airline amp hoteliersfollow ups amp coordination house sale amp business travel teamdesigning amp costing itinerary holiday packagespassengers feedback international package itinerary,Ticketing
job descriptionkey responsibility rolenbsp selling online recruitment solution corporate client assessing business requirementsnbsp achieving sale target new client acquisition growing existing client basenbsp area mapping cold calling prospecting negotiation closing commercial deal building managing strong relationship customersnbsp sell highend customized online recruitment solution interact client recruiter corporate team member consultant etc exposure endtoend sale cyclenbsp attractive incentive amp performance reward recognition corporate team member customized online recruitment solution sell highend consultant interact client recruiter,Sales
key responsibility role selling online recruitment solution corporate client assessing business requirement achieving sale target new client acquisition growing existing client base area mapping cold calling prospecting negotiation closing commercial deal building managing strong relationship customer sell highend customized online recruitment solution interact client recruiter corporate team member consultant etc exposure endtoend sale cycle attractive incentive amp performance reward recognition marketing trading sale development business office,Ticketing
negotiation mapping area calling consultant member team cold prospecting corporate closing,Ticketing
job descriptionkey responsibility rolenbsp selling online recruitment solution corporate client assessing business requirementsnbsp achieving sale target new client acquisition growing existing client basenbsp area mapping cold calling prospecting negotiation closing commercial deal building managing strong relationship customersnbsp sell highend customized online recruitment solution interact client recruiter corporate team member consultant etc exposure endtoend sale cyclenbsp attractive incentive amp performance reward recognition corporate team member customized online recruitment solution sell highend consultant interact client recruiter,Ticketing
excellent knowledge assessing requirement customersexperience providing advises customer price option mustsee attraction part worldskilled providing booking information according customerrsquos wishproficient providing package according budget clientexcellent communication skill verbal written bothgood client facing negotiation skillsconfident genuine interest customer satisfactionability ass clientrsquos needdeal client customer daily basisensure compliance company procedure documentation ticketing void refundswell versed basic use computerinternet savvyarranging flight insurance accommodationusing booking system secure holidayscollecting processing paymentsadvising client travel arrangement visa passportssending ticket clientskeeping client date changesdealing complaint refundsmaintaining data customerscommunicate supplierscustomization packagesmostly work domestic destination himachal goa kerala andaman sikkim rajasthanmostly work international destination thailand singapore dubai malaysiahandling inquiry mail callnegotiating clientguesthotel reservationprovides information custom regulation travel itinerary fare group discount billinghandling booking hotel transportation bus train flight online reservation systemcompany portalhandling tour document process invoice receipt voucher program nbsp travel agency operation tour package travel sale itinerary holiday package,Ticketing
operation executive communication skill,Ticketing
tour ticketing airline,Digital Marketing
crm communication telecalling officer,Ticketing
telesales process customer care executiv,Ticketing
sale management online sale excellent comm skill,Sales
online marketing sale executive activity online sale,Sales
sale client relationship,Sales
appointment meeting conference,Administration
lift technology maintaining,Maintenance
talent hunter hiring mnc company inbound operation domestic headtours amp travel companynbspnbspskillspreparing itinerary inbound packagecosting must touritinerary pricing skillsmust able pas hotel bookingsmust tour itinerary planning skillsmust good supplier knowledge negotiate best rate book toursgood knowledge major travel destinationsgood communication skill amp client dealingshould well versed geographymust well versed transport booking amp client tour related bookingsrate negotiation hotelier transporter tour assistance client arrival departure assistancecommunication skill amp fluency english mustknowing language may count additional advantageskill taking care inbound tour operation hotel booking visa amp air ticketing build relation local supplier industry hotel amp airline expertise destination knowledge visa amp confirmation raising timely invoice meeting interacting client amp required required skill set jobuuml destination knowledgeuuml information historical geographical cultural fact relating toplaces tourism potentialsuuml ability mainly hotel supplier movementnbspcandidate apply travel industry back ground interested please revert mail call numbernbspnbspreagardsmadhurinbsp operation negotiation management communication tour english tourism skill booking hotel,Ticketing
talent hunter hiring mnc company inbound operation domestic headtours amp travel companynbspnbspskillspreparing itinerary inbound packagecosting must touritinerary pricing skillsmust able pas hotel bookingsmust tour itinerary planning skillsmust good supplier knowledge negotiate best rate book toursgood knowledge major travel destinationsgood communication skill amp client dealingshould well versed geographymust well versed transport booking amp client tour related bookingsrate negotiation hotelier transporter tour assistance client arrival departure assistancecommunication skill amp fluency english mustknowing language may count additional advantageskill taking care inbound tour operation hotel booking visa amp air ticketing build relation local supplier industry hotel amp airline expertise destination knowledge visa amp confirmation raising timely invoice meeting interacting client amp required required skill set jobuuml destination knowledgeuuml information historical geographical cultural fact relating toplaces tourism potentialsuuml ability mainly hotel supplier movementnbspcandidate apply travel industry back ground interested please revert mail call numbernbspnbspnbspreagardsshubhnbsp operation negotiation management communication tour english tourism skill booking hotel,Ticketing
